Month,Quarter,Year,Address,PostalCode,County,Price,DescriptionofProperty,PropertySizeDescription,Latitude,Longitude
Sep,3,2014,"Apartment 402, Harvey's Quay",,Limerick,48000.0,Second-Hand Dwelling house /Apartment,,,
Sep,3,2014,"5 & 6 Cork Road, Fermoy, Co. Cork",,Cork,75000.0,Second-Hand Dwelling house /Apartment,,52.1353615,-8.2812852
Sep,3,2014,"WYNDRUSHE, KILCAVIN LOWER, TARA HILL GOREY",,Wexford,295000.0,Second-Hand Dwelling house /Apartment,,,
Sep,3,2014,"40 FRIARSLAND RD, GOATSTOWN, DUBLIN 14",Dublin 14,Dublin,630000.0,Second-Hand Dwelling house /Apartment,,53.3002585,-6.239067153036718
Oct,4,2014,"BALLOOR, LOUISBURGH, MAYO",,Mayo,185000.0,Second-Hand Dwelling house /Apartment,,53.773519050000004,-9.791744221632634
Oct,4,2014,"31 The Avenue, Highfield Park, Carrigrohane",,Cork,95150.0,New Dwelling house /Apartment,less than 38 sq metres,,
Oct,4,2014,"1ST FLOOR, THE CORNER SHOP, MAIN STREET ROCHFORD BRIDGE",,Westmeath,20000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"23 The Avenue, Highfield Park, Carrigrohane",,Cork,77850.0,New Dwelling house /Apartment,less than 38 sq metres,,
Oct,4,2014,"9 Aras Ui Dhomhnaill, Milford",,Donegal,38766.52,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,
Oct,4,2014,"TENEBO, 144 DUBLIN RD, SUTTON",Dublin 13,Dublin,1350000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"145 DOWNPATRICK RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,150000.0,Second-Hand Dwelling house /Apartment,,53.3259661,-6.303925069737774
Oct,4,2014,"Faha, Patrickswell",,Limerick,182000.0,Second-Hand Dwelling house /Apartment,,52.60518475,-8.728432709828432
Oct,4,2014,"32 Tailteann Court, Mullingar",,Westmeath,57268.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,
Oct,4,2014,"BARROWMOUNT, GORESBRIDGE, CO KILKENNY",,Kilkenny,35000.0,Second-Hand Dwelling house /Apartment,,52.6189052,-6.994465349728489
Oct,4,2014,"2 THE STRAND, CASTLECOVE, ENNISCRONE",,Sligo,105000.0,Second-Hand Dwelling house /Apartment,,54.214512,-9.0848937545361
Oct,4,2014,"MILL ST, DUNDALK, LOUTH",,Louth,112000.0,Second-Hand Dwelling house /Apartment,,54.0063468,-6.3910297
Oct,4,2014,"9 Batt Donegan Place, Charleville",,Cork,62000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"47 OAKLANDS, CARRICK ON SHANNON, LEITRIM",,Leitrim,45000.0,Second-Hand Dwelling house /Apartment,,53.9529142,-8.081817
Oct,4,2014,"3 THE AVENUE, LENNONSTOWN MANOR, DUNDALK",,Louth,96000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"16 THE GREEN, JOHNSTOWN MANOR, JOHNSTOWN",,Kildare,295000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"27 Clarkes Wood, Mount Oval Village, Rochestown  Cork",,Cork,308397.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,
Oct,4,2014,"THE MOUNT, KILCOCK, KILDARE",,Kildare,190000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"17 ASPEN RD KINSEALY COURT, KINSEALY, DUBLIN",Dublin 17,Dublin,256000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"60 CLUAIN AOIBHINN, CLAREMORRIS, MAYO",,Mayo,60000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"25 AMBERLEY HEIGHTS, GRANGE, DOUGLAS",,Cork,241000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"TEMPLEORUM, PILTOWN, KILKENNY",,Kilkenny,280000.0,Second-Hand Dwelling house /Apartment,,52.39129885,-7.305063299088552
Oct,4,2014,"RAHEENAGURREN, COURTOWN RD, GOREY",,Wexford,153000.0,Second-Hand Dwelling house /Apartment,,52.66266435,-6.273032834606118
Oct,4,2014,"BALLYBY, HOLLYWOOD ROAD, BALLYMORE EUSTACE",,Kildare,325000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"14 CLEARWATER, COURTMACSHERRY, CORK",,Cork,145000.0,Second-Hand Dwelling house /Apartment,,51.6292386,-8.7005574
Oct,4,2014,"35 LIOSAN, SHEEHANS RD, GORTBOY",,Limerick,140000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"51 Ardleigh Crescent, Mullingar",,Westmeath,118500.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"28 The Brook, Grantstown Park",,Waterford,123000.0,Second-Hand Dwelling house /Apartment,,52.2397641,-7.0710558
Oct,4,2014,"27A Greygates, Mount Merrion",,Dublin,704846.0,New Dwelling house /Apartment,greater than or equal to 125 sq metres,53.2976781,-6.204779767910447
Oct,4,2014,"22 GLEANN BUI, BALLYMACODA, CORK",,Cork,73920.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"152 CARRIG MIDHE, CORBALLY, CO CLARE",,Clare,90000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"LOUGHANUNNA, DUNGARVAN, WATERFORD",,Waterford,87000.0,Second-Hand Dwelling house /Apartment,,52.11027625,-7.606035823369081
Oct,4,2014,"5 STATION HOUSE, CLIFDEN, COUNTY GALWAY",,Galway,70000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"49 CAMILLAUN PARK, NEWCASTLE, GALWAY",,Galway,157000.0,Second-Hand Dwelling house /Apartment,,53.27794165,-9.075999050000004
Oct,4,2014,"9 CHESTNUT SQUARE, JOHNSTOWN, NAVAN",,Meath,95000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"5 JOYCE HALL, CARRICKMINES WOOD APTS, BRENNANSTOWN RD DUBLIN 8",Dublin 8,Dublin,500000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"2 ARD MHUIRE, CARROWMORE, KNOCK",,Mayo,69000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"9 MILL RACE, MCSWEENEY QUAY, BANDON",,Cork,67500.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"13 ST LAURENCES GROVE, CHAPELIZOD, DUBLIN 20",Dublin 20,Dublin,280000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"KILTROGUE, CREGMORE, GALWAY",,Galway,316000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"B14 CITYGATE, SLIGO TOWN, SLIGO",,Sligo,32500.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"APT 27 FOXRORD COURT, LUCAN, CO. DUBLIN",,Dublin,148500.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"366 MARKET MEWS, MARYBOROUGH VILLAGE, PORTLAOISE",,Laois,65000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"TULLIGELANE, MASTERGEEHY, CAHERSIVEEN",,Kerry,160000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"71 BARROWVALE, GRAIGUECULLEN, CARLOW",,Laois,122500.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"8 CLOGHERS DR, BALLYARD, TRALEE",,Kerry,85000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"10 Howley's Quay Estate, Limerick",,Limerick,61363.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"TANKARDSTOWN, BALTINGLASS, KILDARE",,Kildare,210000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"RUTLAND COTTAGE, SKAHANAGH SOUTH, WATERGRASSHILL",,Cork,60000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"APT 20, THE PLAZA, MAIN ST DUBLIN 11",Dublin 11,Dublin,70485.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"90 Brandon Square, Waterville, Blanchardstown",Dublin 15,Dublin,252863.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.3922228,-6.3663953
Oct,4,2014,"GREENFIELD BALLINCOLLIG, BALLINCOLLIG, CORK",,Cork,395000.0,Second-Hand Dwelling house /Apartment,,51.877024500000005,-8.61354378075275
Oct,4,2014,"Ravenswood, Carrick on Suir",,Tipperary,44715.48,New Dwelling house /Apartment,greater than or equal to 125 sq metres,,
Oct,4,2014,"177 Hazelbury Park, Clonee",Dublin 15,Dublin,231800.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"34 ASHFORD COURT, CLAREMORRIS, MAYO",,Mayo,135000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"8 BANNON TERRACE, LONGFORD, LONGFORD",,Longford,55000.0,Second-Hand Dwelling house /Apartment,,53.730425600000004,-7.795591997616169
Oct,4,2014,"Keenaghan, Kilmacrennan",,Donegal,130000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"Apartment 7, 30 Bachelor's Walk",Dublin 1,Dublin,55000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"APT 13, FITZWILLIAM COURT, DYER ST",,Louth,60000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"31 Hampton Wood Way, Hampton Wood, Dublin 11",,Dublin,140528.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.4047393,-6.2858328
Oct,4,2014,"30 Griffinrath Manor, Maynooth",,Kildare,427312.77,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,
Oct,4,2014,"22 ELM COURT, KILLARNEY, KERRY",,Kerry,155600.0,Second-Hand Dwelling house /Apartment,,52.0640321,-9.4915884
Oct,4,2014,"3 GOLDEN VALE, ATTYKIT, CASHEL",,Tipperary,186000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"122 SARTO PARK, NAAS, KILDARE",,Kildare,166000.0,Second-Hand Dwelling house /Apartment,,53.2187931,-6.6688682
Oct,4,2014,"51 LWR YELLOW RD, YELLOW RD, WATERFORD",,Waterford,36000.0,Second-Hand Dwelling house /Apartment,,52.2593247,-7.1229346
Oct,4,2014,"20 BOULEVARD SOUTH, BAYSIDE, SUTTON",Dublin 13,Dublin,331500.0,Second-Hand Dwelling house /Apartment,,53.3871911,-6.1387282
Oct,4,2014,"30 ROSECOURT HEIGHTS, BALLGADDY RD, LUCAN",,Dublin,106000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"30 Slade Castle Avenue, Saggart, County Dublin",,Dublin,157000.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,53.2785824,-6.4456328
Oct,4,2014,"NESTLE DOWN, CASTLEFLEMING, ERRELL",,Laois,245000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"45 VICTORIA STREET, SOUTH CIRCULAR ROAD, DUBLIN 8",,Dublin,560000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"TANGELWOOD, NEWTOWN KELLS, CALAN",,Kilkenny,135000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"NO 3 MARIAN AVENUE, ROXBORO, LIMERICK",,Limerick,110000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"24 BOROIMHE LAURELS, SWORDS, DUBLIN",,Dublin,325000.0,Second-Hand Dwelling house /Apartment,,53.4463234,-6.2340239
Oct,4,2014,"11 Dargan's Way, Railway Avenue, Sutton",Dublin 13,Dublin,389427.0,New Dwelling house /Apartment,less than 38 sq metres,,
Oct,4,2014,"Apartment 606  6th Floor, Pier Head  Allins Quay, Youghal",,Cork,52863.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,
Oct,4,2014,"30 Castle View, Little Island, Co. Cork",,Cork,191000.0,Second-Hand Dwelling house /Apartment,,51.9020109,-8.3579405
Oct,4,2014,"DERRINABREEN, Kilkerrin, Newbridge",,Galway,50000.0,New Dwelling house /Apartment,greater than or equal to 125 sq metres,,
Oct,4,2014,"3 RIVERSTOWN HOUSE, SPENCER DOCK, DUBLIN 1",Dublin 1,Dublin,216000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"403 CITY CENTRAL, BEDFORD ROW, CO LIMERICK",,Limerick,90000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"2 ENDSLEIGH PLACE, PRIESTS RD, TRAMORE",,Waterford,90000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"4 CLACHAN GHAIL, MALINMORE, DONEGAL",,Donegal,95000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"ST FRANCIS, 1A BALLYSHANNON RD, KILMORE WEST",Dublin 5,Dublin,265000.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"27 OAK WAY, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,192000.0,Second-Hand Dwelling house /Apartment,,53.313316,-6.4024794
Oct,4,2014,"4 ASH RD, NEWBRIDGE, KILDARE",,Kildare,178500.0,Second-Hand Dwelling house /Apartment,,,
Oct,4,2014,"26 WOODHAVEN, ENNIS, CO CLARE",,Clare,200000.0,Second-Hand Dwelling house /Apartment,,52.83210615,-8.99802650276687
Oct,4,2014,"31 TANEY CRESCENT, GOATSTOWN, DUBLIN 14",Dublin 14,Dublin,625000.0,Second-Hand Dwelling house /Apartment,,53.29241695,-6.235076359960158
Nov,4,2014,"8 THE GREEN, COLLEGE RD, GALWAY",,Galway,200000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"1A GLASSLYNN LOWER, BANDON, CORK",,Cork,40000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"56 RATHBRAUGHAN PARK, SLIGO, SLIGO",,Sligo,67000.0,Second-Hand Dwelling house /Apartment,,54.2859585,-8.4688545
Nov,4,2014,"2 ST ANTHONYS VILLAS, POULADUFF RD, CORK",,Cork,105000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"292 CASTLECURRAGH HEATH, MULHUDDART, DUBLIN 15",Dublin 15,Dublin,155000.0,Second-Hand Dwelling house /Apartment,,53.4027485,-6.3897848
Nov,4,2014,"THE COTTAGE, LYSTERFIELD, CURRAGHBOY",,Roscommon,51000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"DREELINGSTOWN, RATHMOYLE, CO KILKENNY",,Kilkenny,197000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"1 KILLANLEY, CASTLECONNOR, SLIGO",,Sligo,225000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"64 PARKWAY, GRANGE RATH, DROGHEDA",,Meath,166000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"184 ROS CAOIN, ROSCAM, GALWAY",,Galway,218000.0,Second-Hand Dwelling house /Apartment,,53.2787425,-8.9687549
Nov,4,2014,"KNOCKNAGOSHEL MANOR, KNOCKNAGOSHEL WEST, TRALEE",,Kerry,175000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"2 BUNOWEN ROAD, LOUIFBURGH, MAYO",,Mayo,95000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"46 MONKSFIELD HEIGHTS, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,112000.0,Second-Hand Dwelling house /Apartment,,53.321178,-6.374695599506628
Nov,4,2014,"5 SHERBORNE COURT, CHARLESTON RD, RANELAGH DUBLIN 6",Dublin 6,Dublin,152000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"343 CLOGHER ROAD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,261786.0,Second-Hand Dwelling house /Apartment,,53.3250321,-6.300026
Nov,4,2014,"61 Cloonlara, Athlone Road, Mullingar",,Westmeath,60959.8,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,
Nov,4,2014,"21 BELLINGHAM HEIGHTS, CASTLEBELLINGHAM, LOUTH",,Louth,120000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"14 GLENVIEW DR, WOODLAWN RD, KILLARNEY",,Kerry,210000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"3 The Elms, Ridgewood, Forest Road  Swords",,Dublin,209207.04,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,
Nov,4,2014,"52 THE ORCHARD, OLDTOWN MILL, CELBRIDGE",,Kildare,267600.0,Second-Hand Dwelling house /Apartment,,53.3459892,-6.5549335
Nov,4,2014,"KILLOCRIM, LISTOWEL, CO KERRY",,Kerry,51500.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,
Nov,4,2014,"63 CONVENT HILL AVE, BALLINA, MAYO",,Mayo,60000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"FALLMORE, BLACKSOD, BALLINA",,Mayo,58000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"SAOIRSE, BALLINTEER ROAD, DUNDRUM",Dublin 14,Dublin,645000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"BALLYMURPHY NORTH, INNISHANNON, CORK",,Cork,266500.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"COOMNAKILLA, BLACKWATER, KILLARNEY",,Kerry,195000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"30 THE CRESCENT, WOODPARK, BALLINTEER DUBLIN 16",Dublin 16,Dublin,431500.0,Second-Hand Dwelling house /Apartment,,53.2727693,-6.2504181
Nov,4,2014,"LE CATALINAS, MAIN ST, COROFIN",,Clare,20000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"4 KILLEENS PLACE, FARRANREE, CORK CITY",,Cork,85000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"45 SOUTH GREEN, ARKLOW, WICKLOW",,Wicklow,135000.0,Second-Hand Dwelling house /Apartment,,52.7954716,-6.150393
Nov,4,2014,"19 WESTVIEW, CLOONFAD, ROSCOMMON",,Roscommon,20000.0,Second-Hand Dwelling house /Apartment,,53.6906214,-8.7552653
Nov,4,2014,"69 FORBES QUAY, LAZER LANE, SIR JOHN ROGERSONS QUAY DUBLIN 2",Dublin 2,Dublin,190000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"37 ARDPATRICK RD, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,425000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"28 GRIFFITH DRIVE, FINGLAS EAST, DUBLIN 11",,Dublin,197000.0,Second-Hand Dwelling house /Apartment,,53.3834028,-6.2816762
Nov,4,2014,"6 FARREN VILLA, STENSON PARK, LIMERICK",,Limerick,132000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"45 ROWAN HILL, MOUNT OVAL, ROCHESTOWN",,Cork,265000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"SETANTA, MIRE HILL, CAHERISTRANE",,Galway,94000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"51 DERRYBEG, EDENDERRY, OFFALY",,Offaly,76000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"KILTYCLOGHAN, BALLINTOGHER, SLIGO",,Sligo,129000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"271 NORTH CIRCULAR ROAD, PHIBSBOROUGH, DUBLIN 7",,Dublin,320000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"17 CLONGUISH COURT, NEWTOWNFORBES, LONGFORD",,Longford,40500.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"2 KILNABRACK, GLENBEIGH",,Kerry,110000.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,
Nov,4,2014,"13 CLONLEA, MOUNT OVAL VILLAGE, ROCHESTOWN",,Cork,205000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"5 CEANT AVE, MERVUE, GALWAY",,Galway,148000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"5 ST MARYS PARK, RATHKEALE, LIMERICK",,Limerick,80000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"PARKINILLANE, KILNAMARTYRA, MACROOM",,Cork,225000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"35 TONLEGEE RD, COOLOCK, DUBLIN 5",Dublin 5,Dublin,238000.0,Second-Hand Dwelling house /Apartment,,53.389492,-6.1972452
Nov,4,2014,"90 Ard na Greine, Cloneml",,Tipperary,95000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"SIDMONTON HOUSE, NOVARA AVE, BRAY",,Wicklow,950000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"167 CHARLESLAND WOOD, GREYSTONES, WICKLOW",,Wicklow,350000.0,Second-Hand Dwelling house /Apartment,,53.1293094,-6.0647045
Nov,4,2014,"226 BALALLY DR, DUNDRUM, DUBLIN 16",Dublin 16,Dublin,529000.0,Second-Hand Dwelling house /Apartment,,53.2784954,-6.226574693284865
Nov,4,2014,"77 Coill Rua, Mullingar",,Westmeath,129515.42,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,
Nov,4,2014,"606 NEWTOWN HOUSE, HENRY STREET, LIMERICK",,Limerick,62500.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"20 WOODPARK, BALLINTEER, DUBLIN 16",Dublin 16,Dublin,441000.0,Second-Hand Dwelling house /Apartment,,53.274609049999995,-6.248634068757297
Nov,4,2014,"160 BRYANSTOWN MANOR, DROGHEDA, CO LOUTH",,Louth,100000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"GLADREE, BELMULLET, MAYO",,Mayo,46000.0,Second-Hand Dwelling house /Apartment,,54.2591511,-10.062547203084982
Nov,4,2014,"91 DUN NA HINSE, LAHINCH ROAD, ENNIS",,Clare,55000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"17 RIVERWOOD HEATH, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,345000.0,Second-Hand Dwelling house /Apartment,,53.3743356,-6.4013802
Nov,4,2014,"18 MILESIAN GROVE, SWORDS, DUBLIN",,Dublin,383200.0,Second-Hand Dwelling house /Apartment,,53.451921,-6.2066794
Nov,4,2014,"55 HAWTHORN PARK, FORREST RD, SWORDS",,Dublin,350000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"5  The Elms, Cartrontroy, Athlone",,Westmeath,204000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"CASTLEFARM, KILSALLAGHAN, CO DUBLIN",,Dublin,290000.0,Second-Hand Dwelling house /Apartment,,53.4757544,-6.314489033116386
Nov,4,2014,"39 Kennedy Park, Tramore",,Waterford,88000.0,Second-Hand Dwelling house /Apartment,,52.1681221,-7.1511461
Nov,4,2014,"7 BEVERTON COURT, DONABATE, DUBLIN",,Dublin,145000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"4 BROOKSIDE LODGE, BALLYMAKENNY ROAD, DROGHEDA",,Louth,242000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"TARA HOUSE, DERRYPATRICK, DRUMREE",,Meath,300000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"KILBONANE, BEAUFORT, KILLARNEY",,Kerry,345000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"TULLYWEST, KILDARE, KILDARE",,Kildare,275000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"41 BRICKFIELD DRIVE, HONEYPARK, DUN LAOGHAIRE",,Dublin,660000.0,Second-Hand Dwelling house /Apartment,,53.2788081,-6.14646705
Nov,4,2014,"8 CUSHLA LAWNS, MONKSLAND, WESTMEATH",,Westmeath,146000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"25 SOUTH LOTTS RD, RINGSEND, DUBLIN 4",Dublin 4,Dublin,380000.0,Second-Hand Dwelling house /Apartment,,,
Nov,4,2014,"6 HATCHERY GLEN, CARROWKEAL, MALLOW",,Cork,78928.62,Second-Hand Dwelling house /Apartment,,,
Dec,4,2014,"16 FERNDALE AVE, GLASNEVIN, DUBLIN 11",,Dublin,207000.0,Second-Hand Dwelling house /Apartment,,,
Dec,4,2014,"BALLYDRUM, SWINFORD, CO MAYO",,Mayo,59000.0,Second-Hand Dwelling house /Apartment,,53.962294400000005,-8.91102684810399
Dec,4,2014,"18 PARKOWEN, QUAKER RD, CORK",,Cork,122500.0,Second-Hand Dwelling house /Apartment,,,
Dec,4,2014,"BALLINABEARNA, BALLINHASSIG, CO. CORK",,Cork,300000.0,Second-Hand Dwelling house /Apartment,,,
Dec,4,2014,"5 ROSCONNELL AVE, NEWBRIDGE, KILDARE",,Kildare,143000.0,Second-Hand Dwelling house /Apartment,,,
Dec,4,2014,"CURRAGHLEHA WEST, TRALEE, KERRY",,Kerry,130000.0,Second-Hand Dwelling house /Apartment,,52.2585153,-9.661464605364527
Dec,4,2014,"THE DEMESNE, NAAS ROAD, BLESSINGTON ROAD",,Wicklow,120000.0,Second-Hand Dwelling house /Apartment,,,
Dec,4,2014,"93 DRIMNAGH RD, DUBLIN 12, DUBLIN",Dublin 12,Dublin,245000.0,Second-Hand Dwelling house /Apartment,,53.3251717,-6.3175544
Dec,4,2014,"58 ARD GRAINNE, ARDNADONPRA, MOATE",,Westmeath,80000.0,Second-Hand Dwelling house /Apartment,,,
Dec,4,2014,"9 ANGLESEA TERRACE, ANGLESEA ST, CORK",,Cork,145000.0,Second-Hand Dwelling house /Apartment,,,
Dec,4,2014,"KNOCHBRIT, FETHARD, TIPPERARY",,Tipperary,117500.0,Second-Hand Dwelling house /Apartment,,,
Dec,4,2014,"5 HILL COURT, SUMMERHILL RD, DUNBOYNE",,Meath,125000.0,Second-Hand Dwelling house /Apartment,,,
Dec,4,2014,"BERRAGH, KINGSCOURT, CAVAN",,Cavan,111000.0,Second-Hand Dwelling house /Apartment,,,
Dec,4,2014,"DUNDRAGON, BAILIEBOROUGH, CAVAN",,Cavan,116500.0,Second-Hand Dwelling house /Apartment,,53.92536245,-6.936914167492663
Dec,4,2014,"27 THE CEDAR, CURRAGH WOOD, STEPASIDE",,Dublin,210500.0,Second-Hand Dwelling house /Apartment,,,
Dec,4,2014,"The Lighthouse, Ballyredmond, Clonegal",,Carlow,99000.0,Second-Hand Dwelling house /Apartment,,,
Dec,4,2014,"1A JOHNS LANE, KILLALOE, CLARE",,Clare,30000.0,Second-Hand Dwelling house /Apartment,,,
Dec,4,2014,"21 SHERMONT COURT, TYRRELLSPASS, WESTMEATH",,Westmeath,130000.0,Second-Hand Dwelling house /Apartment,,,
Dec,4,2014,"BALLINADRIMNA, ATHBOY, COUNTY MEATH",,Meath,190000.0,Second-Hand Dwelling house /Apartment,,,
Dec,4,2014,"SANCTA MARIA, HALL RD, MOATE",,Westmeath,340000.0,Second-Hand Dwelling house /Apartment,,,
Dec,4,2014,"BARRACK STREET, TULLOW, CO CARLOW",,Carlow,75000.0,Second-Hand Dwelling house /Apartment,,52.8034686,-6.7371945
Dec,4,2014,"27  The Elms, Ridgewood, Forrest Road  Swords",,Dublin,365000.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,
Dec,4,2014,"Woodstock, Kilquane, Ennis",,Clare,132158.59,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,
