Month,Quarter,Year,Address,PostalCode,County,Price,DescriptionofProperty,PropertySizeDescription
Apr,2,2013,"No. 6, Avondale Mews, Passage West",,Cork,250000.0,Second-Hand Dwelling house /Apartment,
Apr,2,2013,"176 Orwell Park View, Templeogue, Dublin 6W",,Dublin,365000.0,Second-Hand Dwelling house /Apartment,
Apr,2,2013,"4 THE NURSERIES, CHERRY LANE, DELGANY",,Wicklow,635000.0,Second-Hand Dwelling house /Apartment,
Apr,2,2013,"Fortwilliam, Glencairn, Lismore",,Waterford,2181000.0,Second-Hand Dwelling house /Apartment,
Apr,2,2013,"27 St Brigid's Square, Portarlington",,Laois,36000.0,Second-Hand Dwelling house /Apartment,
Apr,2,2013,"11 warren green, sutton",,Dublin,320000.0,Second-Hand Dwelling house /Apartment,
Apr,2,2013,"92 Tircroghan, Kinnegad",,Westmeath,104000.0,Second-Hand Dwelling house /Apartment,
Apr,2,2013,"2 WATERMILL CLOSE, OLD BAWN, TALLAGHT DUBLIN 24",,Dublin,191000.0,Second-Hand Dwelling house /Apartment,
Apr,2,2013,"Rere 41  Harrington St, Grantham Street",Dublin 8,Dublin,150000.0,Second-Hand Dwelling house /Apartment,
Apr,2,2013,"4 Richmond, Dunkettle, Glanmire",,Cork,165000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"11 Peyton Close, Stoney Road, Rathcoole",,Dublin,255000.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
May,2,2013,"1 Golden Ridge Green, Rush, Co. Dublin",,Dublin,213500.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"11  Kilbride Manor, kilbride Gardens, Clara",,Offaly,60000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"31, HUGHES ROAD EAST, WALKINSTOWN",,Dublin,167500.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"168 Malahide Marina Village, Malahide, Co. Dublin",,Dublin,275000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"22 Cedarwood Avenue, Glasnevin",,Dublin,185000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"72 kimmage west, dublin 12",Dublin 12,Dublin,565000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"68 Millbourne Crescent, Slane Road, Ashbourne",,Meath,184140.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
May,2,2013,"12 Woodlawn Park Avenue, Firhouse, Dublin 24",Dublin 24,Dublin,240000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"8 Lyradane Avenue, Woodview Park, Limerick",,Limerick,160000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"12 St. Mary's Crescent, Walkinstown",Dublin 12,Dublin,230000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"5 del val court, sutton",Dublin 13,Dublin,296000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"35 Maurland, Carrigaline",,Cork,111000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"7 Castlebrook, College Court, Castletroy",,Limerick,150000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"184 Lower Kimmage Road, Dublin 6W",Dublin 6W,Dublin,272000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"Knockanillaun, Ballina",,Mayo,45000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"4 The Close, Beaumont Woods, Beaumont",Dublin 9,Dublin,310000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"Apartment No. 22, Tailteann Court, Longford Road  Mullingar",,Westmeath,60550.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
May,2,2013,"Rann Mor Close, Letterkenny",,Donegal,105286.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
May,2,2013,"60 GERALD GRIFFIN ST, BLACKPOOL, CORK",,Cork,27500.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"APT 16, MILLRACE RD, PHOENIX PARK RACECOURSE",,Dublin,195000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"3 Loftus Lane  Belmont, Aiken's Village, Stepaside",,Dublin,233480.17,New Dwelling house /Apartment,greater than or equal to 125 sq metres
May,2,2013,"24 Crotanstown Grange, Green Road, Newbridge",,Kildare,260000.0,New Dwelling house /Apartment,greater than or equal to 125 sq metres
May,2,2013,"11 Monck Place, Phibsborough, Dublin 7",Dublin 7,Dublin,187500.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"filane, castletowmbere",,Cork,177000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"104 ONE BEACON, BEACON COURT, SANDYFORD",,Dublin,205000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"21  Fforster Close, Lucan",,Dublin,192000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"17 upper rock road, killarney",,Kerry,135000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"Avena House, Ballisodare",,Sligo,542500.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"NEWRATH, CO KILKENNY",,Kilkenny,60000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"2 Marina View, Bundoran",,Donegal,135000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"KNOCKNACURRAGH, BOHERBUE, CORK",,Cork,50000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"'Forest Lodge', Blean, Athenry",,Galway,249350.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"44 Castlerock Avenue, Castlerock, Castleconnell",,Limerick,100000.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
May,2,2013,"No 9 Bunholvill, Bundoran, Co. Donegal",,Donegal,60000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"184 Canterbrook, Trim Road, Navan",,Meath,162000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"No. 3, Burt",,Donegal,233480.17,New Dwelling house /Apartment,greater than or equal to 125 sq metres
May,2,2013,"Main Street, Cliffoney, Co. Sligo.",,Sligo,175000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"Dwellinghouse at Deer-, Park  Glasson, Athlone",,Westmeath,266000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"26 Bramble Lane, Limerick Road, Ennis",,Clare,123000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"Doory, Portmagee",,Kerry,145000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"18 St. Josephs Terrace, Sligo",,Sligo,30000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"8 Caislean, Marlbog Road, Heynestown",,Louth,134000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"29 Riverside Avenue, Clonshaugh, Dublin 17",Dublin 17,Dublin,233000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"milltown, garryhill, county carlow",,Carlow,60000.0,Second-Hand Dwelling house /Apartment,
May,2,2013,"31 Shingan, Milehouse Road, Enniscorthy",,Wexford,75000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"200 Steeplechase Green, Ratoath",,Meath,166000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"22 Lana Na Pairce, Ballyowen Lane, Lucan",,Dublin,85000.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jun,2,2013,"Ballyheige, Screen",,Wexford,77000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"32 GORT NA COIRIBE STUDENT VILLAGE, HEADFORD RD, GALWAY",,Galway,110000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"2 Clonmellon Grove, Ardara Avenue, Donaghmede",Dublin 13,Dublin,310500.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"Weaver Square, Baltinglass",,Wicklow,76000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"62 Castleabbey, Trim",,Meath,135000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"Apartment 62, Grande Central, Rockbrook  Sandyford",Dublin 18,Dublin,140105.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jun,2,2013,"Ballyveskill, Ballyea, Ennis",,Clare,136100.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"Avonbeg, 13 Beechmount, Carnew",,Wicklow,133000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"Carrowduff, Lahinch, Co Clare",,Clare,71000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"20 Palmerston Park, Rathmines, Dublin 6",Dublin 6,Dublin,728000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"FAINLEOG, CARHUE, BANDON",,Cork,285000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"52 Sarsfield Park, Lucan",,Dublin,215000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"27 Rossvale Court, Mountmellick road, Portlaois",,Laois,64000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"11 River Valley Drive, Swords, County Dublin",,Dublin,233000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"56 derham Park, BALBRIGGAN",,Dublin,81500.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"37 College Park, Newbridge",,Kildare,150000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"120 Ascal a hAon, Yellowbatter",,Louth,100000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"22 Birchgrove, Ballintemple, Cork",,Cork,165000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"3 Exham Place, Margaret Street, Cork",,Cork,154000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"5 Roselawn Drive, Castleknock",Dublin 15,Dublin,292500.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"Rose Cottage, Harbour View, Kilbrittain",,Cork,260000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"Upper Faughart, Dundalk",,Louth,220000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"10 Westbourne Close, New Nangor Road, Clondalkin",Dublin 22,Dublin,122000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"5 Wellpark, Galway",,Galway,200000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"CLEENDERRY, MAGHERY, DUNGLOE",,Donegal,100000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"Oldtown, Athgarvan, Newbridge",,Kildare,187000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"37 Ardagh Avenue, Blackrock",,Dublin,410000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"26 HARBOUR COURT, COURTOWN, COUNTY WEXFORD",,Wexford,70000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"Apartment 12 Barrington Court, North Circular Road",,Limerick,334801.75,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jun,2,2013,"18 Marine Court, Blackrock",,Louth,132000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"154 Cluain Airne, Shannon",,Clare,87000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"Bracken Lodge, Carrigrohane",,Cork,490000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"3 Marian Court, Drogheda",,Louth,100000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"39 Ashington Court, Navan Road",Dublin 7,Dublin,333000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"Killeenaran, Kilcolgan",,Galway,262500.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"6 Chapelgate, St Alphonsus Road, Drumcondra",Dublin 9,Dublin,250000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"Boherbui, Doolin",,Clare,100000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"Hillside, Ballycarney, Green Road",,Carlow,200000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2013,"No. 26 The Fairways, Golf Links Road, Roscommon",,Roscommon,154185.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jul,3,2013,"SONAS, MILFORD CLOSE MILFORD ROAD, CASTLETROY",,Limerick,240000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"woodlane, kildalkey",,Meath,172000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"141 Orlynn Park, Lusk, Co. Dublin",,Dublin,212000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"West Wing, Bellevue House, Cross Avenue  Blackrock",,Dublin,960000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"Rustic Lodge, Loughcrew, Oldcastle",,Meath,37500.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"Bullaun, Loughrea, Co. Galway",,Galway,223000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"Caherhennessy, Ballingarry",,Limerick,60000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"5  The Green, Clover Meadows, Ferrybank",,Kilkenny,100000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"4 La Touche Hall, 38/39 Aungier Street, Dublin 2",,Dublin,96000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"Clonea, Sion Road, Kilkenny",,Kilkenny,200000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"96 Ballintyre Meadows, Ballinteer",Dublin 16,Dublin,200000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"Air Hill, Schull",,Cork,115000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"Dun Ard, Kilcommon, Cahir",,Tipperary,250000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"16 THE ANCHORAGE, BETTYSTOWN",,Meath,73000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"8 Lough Gate, Portarlington",,Laois,50000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"25 SHERLOCK WALK, GRACEDIEU",,Waterford,97000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"Lismacanigan, Mountnugent",,Cavan,260000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"11 Millbrook, Gallinagh",,Monaghan,75000.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jul,3,2013,"4 Murmount Villas, Old Youghal Rd., Cork",,Cork,195000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"1A Anglesea Mews, Anglesea Street, Cork",,Cork,183000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"6 The Rise, Green Valley, Donnybrook  Douglas",,Cork,178000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"Craigtown, Carndonagh",,Donegal,50000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"knocknagowna, Roscommon",,Roscommon,53000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"52 Bellflower Close, Forest Hill, Carrigaline",,Cork,223348.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jul,3,2013,"3 Highfield Crescent, Grenane, Kanturk",,Cork,84000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"170 Berkeley, Pembroke Square, Grand Canal Street",Dublin 2,Dublin,265000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"No 4 Castle Park, Leithlin Road, Craighcullen",,Carlow,54950.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jul,3,2013,"Apartment 3, The Maltings, The Faythe",,Wexford,85000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"5 Foxcourt, Balbriggan Street, Skerries",,Dublin,155000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"Union Street / Lord Edward Street, Sligo",,Sligo,25000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"Tulnaree, Carndonagh",,Donegal,83000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"17 Lios na Si, Portumna",,Galway,68000.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jul,3,2013,"61 Woodhaven, Bishopstown, Cork",,Cork,158000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"7 Cluain Lara, Two mile House, Naas",,Kildare,597000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"24 Elgin Road, Ballsbridge",Dublin 4,Dublin,2650000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"Apartment 72, The Elms, Mount Merrion",,Dublin,231000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"Main Street, Quin",,Clare,115000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"37 Shelmartin Avenue, Marino",Dublin 3,Dublin,220000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"Lakelands, Manulla",,Mayo,73500.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"18 The Willows, Allenwood",,Kildare,149779.73,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jul,3,2013,"11 Grange Park Drive, Raheny",Dublin 13,Dublin,200000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"Lougheen, Carrig, Birr",,Offaly,80000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"11 Glenmore Drive, Drogheda",,Louth,75000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"4 King Street Avenue, Wexford",,Wexford,40000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"17 MILLTOWN GATE, BURGAGE MOR, BLESSINGTON",,Wicklow,157709.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Jul,3,2013,"40 Newlands Manor Park, Clondalkin",Dublin 22,Dublin,195000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"Tiernea, Lettermore",,Galway,70000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"109 Tudor Lawns, Foxrock, dublin 18",,Dublin,475000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"28 Cherrymount, Clonmel",,Tipperary,84000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"16 Drapier Green, Glasnevin, Dublin 11",,Dublin,260000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"10 St. Maelruans Park, Tallaght, Dublin 24",Dublin 24,Dublin,110000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"Oldcastletown, Kildorrery",,Cork,125000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2013,"56 Ailesbury Road, Donnybrook",Dublin 4,Dublin,2400000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"Apartment 24, Aubrey Court, Bray",,Wicklow,113450.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"Apt 56 Cedar Square, Ridgewood, Swords",,Dublin,132000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"20 St Catherine's Close, Rush",,Dublin,95000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"8 Milltown Gate, Burgage Mor, Blessington",,Wicklow,149000.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Aug,3,2013,"16 Kevin Barry Villas, Tralee",,Kerry,70000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"Iona Park, Mayfield",,Cork,150000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"45 Inniscarra Road, Fairhill",,Cork,57000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"20 BROOMVILLE COURT, PORTLAOISE, LAOIS",,Laois,120000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"5 GLEBE GARDENS, EMMET SQUARE, CLONAKILTY",,Cork,151000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"BALLYKNOCKANE, TEMPLETUOHY, THURLES",,Tipperary,50000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"Graigue, Ballypatrick, Clonmel",,Tipperary,185000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"1 The Birches, Ballinaclash, Rathdrum",,Wicklow,108370.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Aug,3,2013,"153 The Maltings, Dublin 8",Dublin 8,Dublin,72000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"20 Denroches Cross, Glasheen Road, Cork",,Cork,75000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"3 Cluain Cairn, Ballisodare",,Sligo,140000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"61 Bargy Road, East Wall",Dublin 3,Dublin,120000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"26 Dartmouth Road, Ranelagh",Dublin 6,Dublin,572625.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"10 Leinster Place, Rathmines",Dublin 6,Dublin,290000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"Feighcullen, Rathangan",,Kildare,204500.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"62 Delgany Hills, Delgany",,Wicklow,246695.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Aug,3,2013,"Meenlaragh, Gortahork, Letterkenny",,Donegal,99561.5,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"Cahermorris, Corandulla",,Galway,127000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"Caherlea, Templeogue Road, Templeogue",Dublin 6W,Dublin,627000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"280A Blarney Street, Cork",,Cork,47000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"Fartagh, Lisduff",,Cavan,110000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"Apartment 32  Block B, Kempton Court, Drumalee",,Cavan,22000.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Aug,3,2013,"5 Wainsfort Manor Drive, Terenure",Dublin 6W,Dublin,350000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"5 Stocking Wood Way, Stocking Avenue, Rathfarnham",Dublin 16,Dublin,217000.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Aug,3,2013,"37  Rockabill, Skerries",,Dublin,157000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"10 Newberry place, Edenderry",,Offaly,60000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"62 Windmill Avenue, Swords",,Dublin,280000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"20 Moneen Court, Roscrea",,Tipperary,72000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"Deansoak, Donnybrook, Douglas",,Cork,277739.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"6 the rookery, scramogue, county roscommon",,Roscommon,75000.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Aug,3,2013,"32 Jamestown Park, Ratoath",,Meath,235000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"20 Silverstream Park, Stamullen",,Meath,125000.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Aug,3,2013,"Newtown, Ballindine",,Mayo,80000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"5 CLUAIN CREGG, CARRICK-ON-SUIR",,Tipperary,215000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"LITTLEMILLS ROAD, DUNDALK",,Louth,215000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"Monageeraun, Glenisland, Castlebar",,Mayo,177000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"14 West Priory, Navan Road, Dublin 7",,Dublin,225000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"tuiterath, balrath, co meath",,Meath,96000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"2 St. John's Court, Artane",Dublin 5,Dublin,150000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"Loughnanoran, Annagry, Letterkenny",,Donegal,150000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"Portion of Victoria Building, 47 McCurtain Street",,Cork,311000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"50 Homelawn Gardens, Tallaght",Dublin 6,Dublin,125000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"236 Greenfield Court, Tom Bellew Avenue, Dundalk",,Louth,80000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"Teviot Lodge, Summerhill Road, Batterstown Dunboyne",,Meath,200000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"39 Northumberland Avenue, Dun Laoghaire",,Dublin,395000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"Kilmactrasna, Carrickmacross",,Monaghan,63000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"Confey Cottage, Leixlip",,Kildare,550000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"4 Johnsbridge Grove, Lucan, Co Dublin",,Dublin,235000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"RANTAVAN, MULLAGH",,Cavan,160000.0,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
Aug,3,2013,"18 Sundale Crescent, Tallaght",Dublin 24,Dublin,90000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"Apartment 31, Oak Glade Hall, Naas",,Kildare,105000.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"DONORE HOUSE, DONORE, MULTYFARNHAM",,Westmeath,259950.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"APARTMENT 16 SALTHILL, MONKSTOWN",,Dublin,499500.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"3 Riverdale, Dublin Road, Oranmore",,Galway,93500.0,Second-Hand Dwelling house /Apartment,
Aug,3,2013,"Kilmona North, Ardrahan",,Galway,120000.0,Second-Hand Dwelling house /Apartment,
Sep,3,2013,"28 Woodgrove, Forrest Road, Carrigaline",,Cork,405346.5,Second-Hand Dwelling house /Apartment,
Sep,3,2013,"Clonea Castle, Clonea, Dungarvan",,Waterford,646415.0,Second-Hand Dwelling house /Apartment,
Sep,3,2013,"Christianstown, Miltown",,Kildare,200000.0,Second-Hand Dwelling house /Apartment,
Sep,3,2013,"18 Trimleston Gardens, booterstown",,Dublin,442000.0,Second-Hand Dwelling house /Apartment,
Sep,3,2013,"4 Brookhaven, Rathbawn, Castlebar",,Mayo,124000.0,Second-Hand Dwelling house /Apartment,
Sep,3,2013,"Beechmount, Inch, Athy",,Kildare,372500.0,Second-Hand Dwelling house /Apartment,
Sep,3,2013,"33  Hillcrest Rise, Blarney",,Cork,130000.0,Second-Hand Dwelling house /Apartment,
Sep,3,2013,"32 Pheonix Avenue, Castleknock, Dublin 15",Dublin 15,Dublin,395000.0,Second-Hand Dwelling house /Apartment,
Sep,3,2013,"9 CARNEGIE AVENUE, SWORDS, CO. DUBLIN",,Dublin,132000.0,Second-Hand Dwelling house /Apartment,
Sep,3,2013,"1 The Oaks, Classes  Lake, Ballincollig",,Cork,240000.0,Second-Hand Dwelling house /Apartment,
Sep,3,2013,"100 Cluain Bui, The Moyne, Enniscorthy",,Wexford,64000.0,Second-Hand Dwelling house /Apartment,
Sep,3,2013,"No. 18 Woodview Court, Ardsallaghmore, Roscommon",,Roscommon,127000.0,Second-Hand Dwelling house /Apartment,
Sep,3,2013,"12  Lakelands Grove, Stillorgan, Blackrock",,Dublin,400000.0,Second-Hand Dwelling house /Apartment,
Sep,3,2013,"Silverne, 150 Clontarf Road, Clontarf",Dublin 3,Dublin,720000.0,Second-Hand Dwelling house /Apartment,
Sep,3,2013,"April Cottage, Cloghan, Westport",,Mayo,281000.0,Second-Hand Dwelling house /Apartment,
